Accuracy,precision,recall,f1,iteration,dset_size
80.76,0.7834043626164325,0.8076,0.7815097037723575,36.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,54.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,63.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,81.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,9.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,90.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,27.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,70.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,30.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,20.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,90.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,40.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,60.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,50.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,100.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,80.0,0.2
80.76,0.7834043626164325,0.8076,0.7815097037723575,10.0,0.2
96.38,0.9645606938849741,0.9638,0.9637241485154892,6.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,10.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,5.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,2.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,8.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,9.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,1.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,3.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,7.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,4.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,18.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,14.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,16.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,12.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,6.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,20.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,4.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,2.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,10.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,8.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,27.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,9.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,12.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,24.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,30.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,21.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,15.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,6.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,18.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,3.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,36.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,20.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,12.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,28.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,32.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,4.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,24.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,40.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,16.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,8.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,50.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,10.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,15.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,20.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,40.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,5.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,35.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,45.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,30.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,25.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,6.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,42.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,30.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,12.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,54.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,18.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,48.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,24.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,36.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,60.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,70.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,56.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,63.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,42.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,49.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,21.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,14.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,7.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,28.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,35.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,40.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,56.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,24.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,80.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,16.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,64.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,72.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,8.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,32.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,48.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,9.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,27.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,90.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,81.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,72.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,18.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,54.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,36.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,63.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,45.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,10.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,40.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,50.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,90.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,80.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,20.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,30.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,70.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,100.0,0.3
96.38,0.9645606938849741,0.9638,0.9637241485154892,60.0,0.3
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,5.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,9.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,4.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,2.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,8.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,1.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,3.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,10.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,6.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,7.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,12.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,8.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,6.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,14.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,2.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,20.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,4.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,16.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,18.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,10.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,3.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,15.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,6.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,27.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,9.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,12.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,30.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,21.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,24.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,18.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,28.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,36.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,20.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,40.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,24.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,4.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,16.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,8.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,32.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,12.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,50.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,25.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,20.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,30.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,45.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,40.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,15.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,35.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,5.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,10.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,42.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,60.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,24.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,48.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,18.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,12.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,6.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,54.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,30.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,36.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,28.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,42.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,56.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,49.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,14.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,21.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,7.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,63.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,70.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,35.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,16.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,24.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,56.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,8.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,40.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,48.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,80.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,32.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,72.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,64.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,81.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,45.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,63.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,36.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,54.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,72.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,27.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,9.0,0.4
92.10000000000001,0.9333140934236575,0.921,0.9181889017958954,90.0,0.4
