model_name,iteration,accuracy
ensemble_model_1,37,0.998
ensemble_model_1,34,0.998
ensemble_model_1,38,0.998
ensemble_model_1,39,0.998
ensemble_model_1,24,0.998
ensemble_model_1,23,0.998
ensemble_model_2,36,0.9984
ensemble_model_1,31,0.998
ensemble_model_2,22,0.9984
ensemble_model_1,40,0.998
ensemble_model_1,30,0.998
ensemble_model_1,35,0.998
ensemble_model_2,29,0.9984
ensemble_model_2,32,0.9984
ensemble_model_2,26,0.9984
ensemble_model_2,25,0.9984
ensemble_model_2,28,0.9984
ensemble_model_2,21,0.9984
ensemble_model_2,33,0.9984
ensemble_model_2,24,0.9984
ensemble_model_2,27,0.9984
ensemble_model_3,36,0.9983
ensemble_model_2,23,0.9984
ensemble_model_2,37,0.9984
ensemble_model_2,34,0.9984
ensemble_model_2,38,0.9984
ensemble_model_3,22,0.9983
ensemble_model_2,39,0.9984
ensemble_model_2,31,0.9984
ensemble_model_3,32,0.9983
ensemble_model_2,40,0.9984
ensemble_model_2,35,0.9984
ensemble_model_2,30,0.9984
ensemble_model_3,29,0.9983
ensemble_model_3,28,0.9983
ensemble_model_3,25,0.9983
ensemble_model_3,26,0.9983
ensemble_model_3,33,0.9983
ensemble_model_4,36,0.9982
ensemble_model_3,21,0.9983
ensemble_model_3,38,0.9983
ensemble_model_3,24,0.9983
ensemble_model_3,23,0.9983
ensemble_model_3,37,0.9983
ensemble_model_3,39,0.9983
ensemble_model_3,27,0.9983
ensemble_model_3,34,0.9983
ensemble_model_4,22,0.9982
ensemble_model_4,28,0.9982
ensemble_model_4,32,0.9982
ensemble_model_3,31,0.9983
ensemble_model_3,40,0.9983
ensemble_model_3,30,0.9983
ensemble_model_3,35,0.9983
ensemble_model_4,29,0.9982
ensemble_model_4,26,0.9982
ensemble_model_4,33,0.9982
ensemble_model_4,25,0.9982
ensemble_model_4,21,0.9982
ensemble_model_4,37,0.9982
ensemble_model_4,39,0.9982
ensemble_model_4,23,0.9982
ensemble_model_4,38,0.9982
ensemble_model_5,36,0.998
ensemble_model_4,24,0.9982
ensemble_model_4,27,0.9982
ensemble_model_4,34,0.9982
ensemble_model_5,22,0.998
ensemble_model_4,30,0.9982
ensemble_model_5,28,0.998
ensemble_model_5,26,0.998
ensemble_model_5,32,0.998
ensemble_model_4,31,0.9982
ensemble_model_4,40,0.9982
ensemble_model_4,35,0.9982
ensemble_model_5,29,0.998
ensemble_model_5,33,0.998
ensemble_model_5,21,0.998
ensemble_model_5,25,0.998
ensemble_model_5,23,0.998
ensemble_model_5,37,0.998
ensemble_model_5,39,0.998
ensemble_model_5,24,0.998
ensemble_model_6,36,0.9984
ensemble_model_5,38,0.998
ensemble_model_5,30,0.998
ensemble_model_6,22,0.9984
ensemble_model_5,27,0.998
ensemble_model_5,34,0.998
ensemble_model_6,26,0.9984
ensemble_model_6,28,0.9984
ensemble_model_6,32,0.9984
ensemble_model_5,40,0.998
ensemble_model_5,31,0.998
ensemble_model_6,33,0.9984
ensemble_model_6,25,0.9984
ensemble_model_5,35,0.998
ensemble_model_6,21,0.9984
ensemble_model_6,29,0.9984
ensemble_model_6,24,0.9984
ensemble_model_6,23,0.9984
ensemble_model_6,39,0.9984
ensemble_model_6,37,0.9984
ensemble_model_6,38,0.9984
ensemble_model_7,36,0.9986
ensemble_model_7,22,0.9986
ensemble_model_6,30,0.9984
ensemble_model_6,27,0.9984
ensemble_model_7,32,0.9986
ensemble_model_6,34,0.9984
ensemble_model_6,31,0.9984
ensemble_model_7,25,0.9986
ensemble_model_7,26,0.9986
ensemble_model_7,33,0.9986
ensemble_model_7,28,0.9986
ensemble_model_7,21,0.9986
ensemble_model_7,24,0.9986
ensemble_model_6,40,0.9984
ensemble_model_6,35,0.9984
ensemble_model_7,29,0.9986
ensemble_model_7,39,0.9986
ensemble_model_7,38,0.9986
ensemble_model_7,23,0.9986
ensemble_model_8,22,0.9984
ensemble_model_7,37,0.9986
ensemble_model_8,32,0.9984
ensemble_model_7,31,0.9986
ensemble_model_8,36,0.9984
ensemble_model_7,30,0.9986
ensemble_model_7,27,0.9986
ensemble_model_8,21,0.9984
ensemble_model_8,33,0.9984
ensemble_model_8,28,0.9984
ensemble_model_7,34,0.9986
ensemble_model_8,24,0.9984
ensemble_model_8,25,0.9984
ensemble_model_8,26,0.9984
ensemble_model_7,35,0.9986
ensemble_model_7,40,0.9986
ensemble_model_8,38,0.9984
ensemble_model_8,29,0.9984
ensemble_model_8,39,0.9984
ensemble_model_8,23,0.9984
ensemble_model_8,37,0.9984
ensemble_model_9,32,0.9983
ensemble_model_9,22,0.9983
ensemble_model_9,21,0.9983
ensemble_model_9,28,0.9983
ensemble_model_8,27,0.9984
ensemble_model_8,31,0.9984
ensemble_model_9,24,0.9983
ensemble_model_9,36,0.9983
ensemble_model_9,33,0.9983
ensemble_model_8,30,0.9984
ensemble_model_8,34,0.9984
ensemble_model_8,35,0.9984
ensemble_model_9,25,0.9983
ensemble_model_8,40,0.9984
ensemble_model_9,26,0.9983
ensemble_model_9,29,0.9983
ensemble_model_9,38,0.9983
ensemble_model_10,21,0.9979
ensemble_model_9,23,0.9983
ensemble_model_9,37,0.9983
ensemble_model_10,28,0.9979
ensemble_model_9,39,0.9983
ensemble_model_10,22,0.9979
ensemble_model_9,27,0.9983
ensemble_model_10,32,0.9979
ensemble_model_10,24,0.9979
ensemble_model_9,30,0.9983
ensemble_model_9,31,0.9983
ensemble_model_9,40,0.9983
ensemble_model_10,36,0.9979
ensemble_model_10,33,0.9979
ensemble_model_9,35,0.9983
ensemble_model_10,25,0.9979
ensemble_model_10,38,0.9979
ensemble_model_9,34,0.9983
ensemble_model_10,29,0.9979
ensemble_model_10,26,0.9979
ensemble_model_10,37,0.9979
ensemble_model_11,21,0.9982
ensemble_model_11,28,0.9982
ensemble_model_10,30,0.9979
ensemble_model_10,27,0.9979
ensemble_model_10,23,0.9979
ensemble_model_10,39,0.9979
ensemble_model_11,22,0.9982
ensemble_model_11,32,0.9982
ensemble_model_10,35,0.9979
ensemble_model_11,24,0.9982
ensemble_model_10,40,0.9979
ensemble_model_10,34,0.9979
ensemble_model_10,31,0.9979
ensemble_model_11,36,0.9982
ensemble_model_11,33,0.9982
ensemble_model_11,25,0.9982
ensemble_model_11,26,0.9982
ensemble_model_11,38,0.9982
ensemble_model_11,29,0.9982
ensemble_model_12,21,0.9981
ensemble_model_11,37,0.9982
ensemble_model_11,30,0.9982
ensemble_model_12,28,0.9981
ensemble_model_12,32,0.9981
ensemble_model_11,27,0.9982
ensemble_model_11,35,0.9982
ensemble_model_12,22,0.9981
ensemble_model_11,34,0.9982
ensemble_model_11,39,0.9982
ensemble_model_11,23,0.9982
ensemble_model_12,25,0.9981
ensemble_model_11,31,0.9982
ensemble_model_12,24,0.9981
ensemble_model_12,33,0.9981
ensemble_model_11,40,0.9982
ensemble_model_13,21,0.9988
ensemble_model_12,36,0.9981
ensemble_model_12,38,0.9981
ensemble_model_12,26,0.9981
ensemble_model_12,29,0.9981
ensemble_model_12,37,0.9981
ensemble_model_13,32,0.9988
ensemble_model_12,34,0.9981
ensemble_model_13,22,0.9988
ensemble_model_12,30,0.9981
ensemble_model_12,35,0.9981
ensemble_model_13,28,0.9988
ensemble_model_12,27,0.9981
ensemble_model_12,31,0.9981
ensemble_model_12,39,0.9981
ensemble_model_13,25,0.9988
ensemble_model_12,23,0.9981
ensemble_model_14,21,0.9984
ensemble_model_13,38,0.9988
ensemble_model_13,33,0.9988
ensemble_model_13,24,0.9988
ensemble_model_12,40,0.9981
ensemble_model_13,36,0.9988
ensemble_model_13,37,0.9988
ensemble_model_13,26,0.9988
ensemble_model_13,29,0.9988
ensemble_model_14,32,0.9984
ensemble_model_13,34,0.9988
ensemble_model_14,22,0.9984
ensemble_model_13,30,0.9988
ensemble_model_13,31,0.9988
ensemble_model_13,35,0.9988
ensemble_model_13,27,0.9988
ensemble_model_13,23,0.9988
ensemble_model_14,25,0.9984
ensemble_model_14,28,0.9984
ensemble_model_14,33,0.9984
ensemble_model_13,40,0.9988
ensemble_model_13,39,0.9988
ensemble_model_14,38,0.9984
ensemble_model_14,24,0.9984
ensemble_model_14,29,0.9984
ensemble_model_14,26,0.9984
ensemble_model_14,36,0.9984
ensemble_model_14,37,0.9984
ensemble_model_14,31,0.9984
ensemble_model_14,34,0.9984
ensemble_model_14,30,0.9984
ensemble_model_14,23,0.9984
ensemble_model_14,35,0.9984
ensemble_model_14,27,0.9984
ensemble_model_14,40,0.9984
ensemble_model_14,39,0.9984
ensemble_model_0,52,0.9983
ensemble_model_0,41,0.9983
ensemble_model_0,55,0.9983
ensemble_model_0,59,0.9983
ensemble_model_0,57,0.9983
ensemble_model_0,56,0.9983
ensemble_model_0,53,0.9983
ensemble_model_0,54,0.9983
ensemble_model_0,42,0.9983
ensemble_model_0,51,0.9983
ensemble_model_0,48,0.9983
ensemble_model_0,49,0.9983
ensemble_model_0,43,0.9983
ensemble_model_0,44,0.9983
ensemble_model_0,47,0.9983
ensemble_model_0,60,0.9983
ensemble_model_0,50,0.9983
ensemble_model_1,52,0.998
ensemble_model_0,46,0.9983
ensemble_model_0,58,0.9983
ensemble_model_0,45,0.9983
ensemble_model_1,55,0.998
ensemble_model_1,57,0.998
ensemble_model_1,41,0.998
ensemble_model_1,59,0.998
ensemble_model_1,44,0.998
ensemble_model_1,43,0.998
ensemble_model_1,48,0.998
ensemble_model_1,51,0.998
ensemble_model_1,56,0.998
ensemble_model_1,54,0.998
ensemble_model_1,53,0.998
ensemble_model_1,42,0.998
ensemble_model_1,50,0.998
ensemble_model_1,49,0.998
ensemble_model_2,52,0.9984
ensemble_model_1,47,0.998
ensemble_model_1,60,0.998
ensemble_model_2,55,0.9984
ensemble_model_1,58,0.998
ensemble_model_1,45,0.998
ensemble_model_1,46,0.998
ensemble_model_2,57,0.9984
ensemble_model_2,44,0.9984
ensemble_model_2,43,0.9984
ensemble_model_2,59,0.9984
ensemble_model_2,41,0.9984
ensemble_model_2,50,0.9984
ensemble_model_2,54,0.9984
ensemble_model_2,48,0.9984
ensemble_model_2,51,0.9984
ensemble_model_2,56,0.9984
ensemble_model_2,53,0.9984
ensemble_model_3,52,0.9983
ensemble_model_2,42,0.9984
ensemble_model_2,49,0.9984
ensemble_model_3,55,0.9983
ensemble_model_2,45,0.9984
ensemble_model_2,47,0.9984
ensemble_model_2,60,0.9984
ensemble_model_3,57,0.9983
ensemble_model_2,58,0.9984
ensemble_model_3,44,0.9983
ensemble_model_2,46,0.9984
ensemble_model_3,43,0.9983
ensemble_model_3,50,0.9983
ensemble_model_3,54,0.9983
ensemble_model_3,59,0.9983
ensemble_model_3,51,0.9983
ensemble_model_3,41,0.9983
ensemble_model_3,48,0.9983
ensemble_model_4,55,0.9982
ensemble_model_4,52,0.9982
ensemble_model_3,45,0.9983
ensemble_model_3,56,0.9983
ensemble_model_3,53,0.9983
ensemble_model_3,49,0.9983
ensemble_model_3,47,0.9983
ensemble_model_3,42,0.9983
ensemble_model_4,57,0.9982
ensemble_model_3,58,0.9983
ensemble_model_4,44,0.9982
ensemble_model_3,60,0.9983
ensemble_model_3,46,0.9983
ensemble_model_4,54,0.9982
ensemble_model_4,43,0.9982
ensemble_model_4,51,0.9982
ensemble_model_5,55,0.998
ensemble_model_4,50,0.9982
ensemble_model_4,59,0.9982
ensemble_model_4,48,0.9982
ensemble_model_4,41,0.9982
ensemble_model_4,56,0.9982
ensemble_model_4,58,0.9982
ensemble_model_5,52,0.998
ensemble_model_4,45,0.9982
ensemble_model_4,53,0.9982
ensemble_model_4,49,0.9982
ensemble_model_4,47,0.9982
ensemble_model_4,42,0.9982
ensemble_model_5,44,0.998
ensemble_model_5,57,0.998
ensemble_model_4,60,0.9982
ensemble_model_5,54,0.998
ensemble_model_4,46,0.9982
ensemble_model_6,55,0.9984
ensemble_model_5,51,0.998
ensemble_model_5,48,0.998
ensemble_model_5,59,0.998
ensemble_model_5,43,0.998
ensemble_model_5,50,0.998
ensemble_model_5,56,0.998
ensemble_model_5,58,0.998
ensemble_model_5,41,0.998
ensemble_model_5,49,0.998
ensemble_model_5,47,0.998
ensemble_model_5,45,0.998
ensemble_model_6,52,0.9984
ensemble_model_5,53,0.998
ensemble_model_6,44,0.9984
ensemble_model_5,42,0.998
ensemble_model_6,57,0.9984
ensemble_model_5,60,0.998
ensemble_model_6,54,0.9984
ensemble_model_5,46,0.998
ensemble_model_6,51,0.9984
ensemble_model_6,59,0.9984
ensemble_model_6,43,0.9984
ensemble_model_6,48,0.9984
ensemble_model_7,55,0.9986
ensemble_model_6,50,0.9984
ensemble_model_6,49,0.9984
ensemble_model_6,47,0.9984
ensemble_model_6,56,0.9984
ensemble_model_6,45,0.9984
ensemble_model_6,58,0.9984
ensemble_model_6,41,0.9984
ensemble_model_6,42,0.9984
ensemble_model_7,44,0.9986
ensemble_model_6,53,0.9984
ensemble_model_7,52,0.9986
ensemble_model_7,51,0.9986
ensemble_model_6,46,0.9984
ensemble_model_7,54,0.9986
ensemble_model_7,57,0.9986
ensemble_model_6,60,0.9984
ensemble_model_7,59,0.9986
ensemble_model_7,43,0.9986
ensemble_model_7,49,0.9986
ensemble_model_7,48,0.9986
ensemble_model_7,50,0.9986
ensemble_model_8,55,0.9984
ensemble_model_7,47,0.9986
ensemble_model_7,45,0.9986
ensemble_model_7,56,0.9986
ensemble_model_7,58,0.9986
ensemble_model_7,42,0.9986
ensemble_model_7,41,0.9986
ensemble_model_8,44,0.9984
ensemble_model_8,54,0.9984
ensemble_model_8,51,0.9984
ensemble_model_7,53,0.9986
ensemble_model_8,52,0.9984
ensemble_model_7,46,0.9986
ensemble_model_8,57,0.9984
ensemble_model_7,60,0.9986
ensemble_model_8,50,0.9984
ensemble_model_8,47,0.9984
ensemble_model_8,49,0.9984
ensemble_model_8,59,0.9984
ensemble_model_8,43,0.9984
ensemble_model_8,56,0.9984
ensemble_model_8,48,0.9984
ensemble_model_9,55,0.9983
ensemble_model_8,42,0.9984
ensemble_model_9,54,0.9983
ensemble_model_8,58,0.9984
ensemble_model_8,45,0.9984
ensemble_model_9,51,0.9983
ensemble_model_9,44,0.9983
ensemble_model_8,41,0.9984
ensemble_model_8,53,0.9984
ensemble_model_8,46,0.9984
ensemble_model_9,52,0.9983
ensemble_model_9,59,0.9983
ensemble_model_9,57,0.9983
ensemble_model_9,47,0.9983
ensemble_model_9,56,0.9983
ensemble_model_9,50,0.9983
ensemble_model_8,60,0.9984
ensemble_model_9,49,0.9983
ensemble_model_9,42,0.9983
ensemble_model_9,48,0.9983
ensemble_model_9,43,0.9983
ensemble_model_10,54,0.9979
ensemble_model_10,55,0.9979
ensemble_model_9,45,0.9983
ensemble_model_10,51,0.9979
ensemble_model_10,44,0.9979
ensemble_model_9,58,0.9983
ensemble_model_9,41,0.9983
ensemble_model_10,59,0.9979
ensemble_model_9,53,0.9983
ensemble_model_10,47,0.9979
ensemble_model_9,46,0.9983
ensemble_model_10,56,0.9979
ensemble_model_10,52,0.9979
ensemble_model_10,57,0.9979
ensemble_model_10,42,0.9979
ensemble_model_11,54,0.9982
ensemble_model_9,60,0.9983
ensemble_model_10,50,0.9979
ensemble_model_10,49,0.9979
ensemble_model_10,45,0.9979
ensemble_model_10,48,0.9979
ensemble_model_10,43,0.9979
ensemble_model_11,44,0.9982
ensemble_model_11,55,0.9982
ensemble_model_10,58,0.9979
ensemble_model_11,51,0.9982
ensemble_model_10,41,0.9979
ensemble_model_11,59,0.9982
ensemble_model_10,53,0.9979
ensemble_model_10,46,0.9979
ensemble_model_11,47,0.9982
ensemble_model_11,56,0.9982
ensemble_model_11,52,0.9982
ensemble_model_11,45,0.9982
ensemble_model_11,49,0.9982
ensemble_model_11,57,0.9982
ensemble_model_12,44,0.9981
ensemble_model_11,48,0.9982
ensemble_model_12,54,0.9981
ensemble_model_11,42,0.9982
ensemble_model_10,60,0.9979
ensemble_model_11,50,0.9982
ensemble_model_11,58,0.9982
ensemble_model_11,43,0.9982
ensemble_model_12,55,0.9981
ensemble_model_12,51,0.9981
ensemble_model_11,53,0.9982
ensemble_model_11,41,0.9982
ensemble_model_12,59,0.9981
ensemble_model_11,46,0.9982
ensemble_model_12,49,0.9981
ensemble_model_12,56,0.9981
ensemble_model_12,45,0.9981
ensemble_model_13,44,0.9988
ensemble_model_12,47,0.9981
ensemble_model_12,48,0.9981
ensemble_model_12,52,0.9981
ensemble_model_12,58,0.9981
ensemble_model_12,42,0.9981
ensemble_model_12,57,0.9981
ensemble_model_13,54,0.9988
ensemble_model_12,43,0.9981
ensemble_model_11,60,0.9982
ensemble_model_12,50,0.9981
ensemble_model_13,51,0.9988
ensemble_model_13,55,0.9988
ensemble_model_12,53,0.9981
ensemble_model_13,59,0.9988
ensemble_model_12,41,0.9981
ensemble_model_13,56,0.9988
ensemble_model_13,49,0.9988
ensemble_model_14,44,0.9984
ensemble_model_13,48,0.9988
ensemble_model_12,46,0.9981
ensemble_model_13,45,0.9988
ensemble_model_13,47,0.9988
ensemble_model_13,52,0.9988
ensemble_model_13,58,0.9988
ensemble_model_13,43,0.9988
ensemble_model_14,54,0.9984
ensemble_model_13,42,0.9988
ensemble_model_13,57,0.9988
ensemble_model_14,51,0.9984
ensemble_model_12,60,0.9981
ensemble_model_14,59,0.9984
ensemble_model_13,50,0.9988
ensemble_model_13,41,0.9988
ensemble_model_14,55,0.9984
ensemble_model_14,56,0.9984
ensemble_model_13,53,0.9988
ensemble_model_14,48,0.9984
ensemble_model_14,49,0.9984
ensemble_model_14,45,0.9984
ensemble_model_14,43,0.9984
ensemble_model_13,46,0.9988
ensemble_model_14,58,0.9984
ensemble_model_14,47,0.9984
ensemble_model_14,52,0.9984
ensemble_model_14,42,0.9984
ensemble_model_14,57,0.9984
ensemble_model_14,50,0.9984
ensemble_model_13,60,0.9988
ensemble_model_14,53,0.9984
ensemble_model_14,41,0.9984
ensemble_model_14,46,0.9984
ensemble_model_14,60,0.9984
ensemble_model_0,68,0.9983
ensemble_model_0,64,0.9983
